,Consumption,Temp,FlowTime,Power_Consumption,TimeStamp
0,40,60,10800,2.5666666,2020-01-01T04:10:27
1,40,60,10800,2.5666666,2020-01-01T15:40:39
2,60,20,7200,1.05,2020-01-02T05:10:01
3,40,60,10800,2.5666666,2020-01-02T12:30:50
4,40,60,10800,2.5666666,2020-01-02T18:00:31
5,40,60,10800,2.5666666,2020-01-03T20:50:24
6,60,20,7200,1.05,2020-01-04T14:40:42
7,40,60,10800,2.5666666,2020-01-05T15:10:34
8,50,60,3600,3.208333,2020-01-05T23:30:51
9,60,20,7200,1.05,2020-01-06T05:20:58
10,60,20,7200,1.05,2020-01-07T12:10:08
11,60,20,7200,1.05,2020-01-07T14:40:53
12,60,20,7200,1.05,2020-01-08T17:10:59
13,50,40,3600,2.0416665,2020-01-08T21:40:21
14,50,60,3600,3.208333,2020-01-10T08:50:12
15,40,60,10800,2.5666666,2020-01-12T02:50:30
16,40,60,10800,2.5666666,2020-01-12T20:00:32
17,50,40,3600,2.0416665,2020-01-14T20:00:55
18,50,60,3600,3.208333,2020-01-15T14:30:16
19,40,60,10800,2.5666666,2020-01-15T18:20:33
20,40,60,10800,2.5666666,2020-01-16T09:40:25
21,40,60,10800,2.5666666,2020-01-17T14:40:40
22,60,20,7200,1.05,2020-01-17T20:50:52
23,60,20,7200,1.05,2020-01-18T18:40:23
24,60,20,7200,1.05,2020-01-19T08:20:58
25,50,40,3600,2.0416665,2020-01-19T17:30:00
26,50,60,3600,3.208333,2020-01-20T19:50:45
27,60,20,7200,1.05,2020-01-20T22:20:57
28,50,60,3600,3.208333,2020-01-21T15:30:51
29,50,60,3600,3.208333,2020-01-22T06:20:02
30,40,60,10800,2.5666666,2020-01-22T21:00:59
31,50,40,3600,2.0416665,2020-01-23T14:20:07
32,50,60,3600,3.208333,2020-01-23T23:30:26
33,50,40,3600,2.0416665,2020-01-24T18:20:18
34,60,20,7200,1.05,2020-01-25T17:00:13
35,60,20,7200,1.05,2020-01-26T16:40:02
36,60,20,7200,1.05,2020-01-27T10:20:40
37,50,40,3600,2.0416665,2020-01-27T20:00:29
38,50,60,3600,3.208333,2020-01-29T21:20:22
39,50,40,3600,2.0416665,2020-01-30T09:40:59
40,40,60,10800,2.6133332,2020-02-01T21:40:41
41,50,60,3600,3.2666664,2020-02-02T09:50:01
42,40,60,10800,2.6133332,2020-02-03T06:20:58
43,50,60,3600,3.2666664,2020-02-03T22:50:25
44,60,20,7200,1.1199999,2020-02-04T16:40:29
45,60,20,7200,1.1199999,2020-02-05T11:50:23
46,40,60,10800,2.6133332,2020-02-05T14:50:19
47,50,60,3600,3.2666664,2020-02-07T09:30:30
48,40,60,10800,2.6133332,2020-02-07T11:30:56
49,60,20,7200,1.1199999,2020-02-08T09:10:18
50,50,40,3600,2.1,2020-02-11T18:30:30
51,50,40,3600,2.1,2020-02-13T11:10:10
52,50,60,3600,3.2666664,2020-02-14T18:30:54
53,40,60,10800,2.6133332,2020-02-14T21:30:41
54,60,20,7200,1.1199999,2020-02-15T23:10:33
55,50,40,3600,2.1,2020-02-16T15:10:33
56,40,60,10800,2.6133332,2020-02-16T22:00:12
57,50,40,3600,2.1,2020-02-18T04:30:57
58,50,40,3600,2.1,2020-02-19T19:30:47
59,50,60,3600,3.2666664,2020-02-19T22:20:16
60,60,20,7200,1.1199999,2020-02-20T18:30:52
61,60,20,7200,1.1199999,2020-02-21T19:50:08
62,50,60,3600,3.2666664,2020-02-23T15:10:39
63,50,60,3600,3.2666664,2020-02-23T23:10:32
64,60,20,7200,1.1199999,2020-02-24T22:10:25
65,50,60,3600,3.2666664,2020-02-25T18:40:53
66,60,20,7200,1.1199999,2020-02-27T11:20:50
67,40,60,10800,2.6133332,2020-02-27T17:40:56
68,50,60,3600,3.2666664,2020-02-27T21:40:10
69,40,60,10800,2.6133332,2020-02-28T10:00:43
70,60,20,7200,1.1199999,2020-02-29T19:50:34
71,40,60,10800,2.6133332,2020-03-01T07:20:39
72,60,20,7200,1.1199999,2020-03-01T16:40:06
73,60,20,7200,1.1199999,2020-03-02T11:00:30
74,50,60,3600,3.2666664,2020-03-04T17:20:09
75,60,20,7200,1.1199999,2020-03-04T20:30:57
76,60,20,7200,1.1199999,2020-03-05T06:10:22
77,60,20,7200,1.1199999,2020-03-06T07:50:04
78,40,60,10800,2.6133332,2020-03-06T15:40:40
79,50,60,3600,3.2666664,2020-03-07T18:00:36
80,40,60,10800,2.6133332,2020-03-08T20:50:09
81,50,60,3600,3.2666664,2020-03-09T06:50:47
82,50,40,3600,2.1,2020-03-09T08:30:36
83,50,40,3600,2.1,2020-03-11T15:10:28
84,50,60,3600,3.2666664,2020-03-11T16:50:31
85,40,60,10800,2.6133332,2020-03-12T06:00:08
86,50,60,3600,3.2666664,2020-03-13T19:20:59
87,50,40,3600,2.1,2020-03-14T16:10:12
88,50,40,3600,2.1,2020-03-14T19:30:27
89,40,60,10800,2.6133332,2020-03-15T23:30:18
90,50,60,3600,3.2666664,2020-03-16T19:30:17
91,50,60,3600,3.2666664,2020-03-16T21:40:45
92,40,60,10800,2.6133332,2020-03-17T00:00:05
93,60,20,7200,1.1199999,2020-03-17T08:10:19
94,40,60,10800,2.6133332,2020-03-17T16:00:47
95,50,60,3600,3.2666664,2020-03-17T19:50:37
96,50,60,3600,3.2666664,2020-03-18T21:10:38
97,50,40,3600,2.1,2020-03-19T09:40:35
98,50,40,3600,2.1,2020-03-19T11:50:43
99,50,40,3600,2.1,2020-03-19T19:20:35
100,50,60,3600,3.2666664,2020-03-20T14:00:40
101,50,60,3600,3.2666664,2020-03-22T09:40:55
102,60,20,7200,1.1199999,2020-03-22T19:00:29
103,60,20,7200,1.1199999,2020-03-23T19:10:25
104,60,20,7200,1.1199999,2020-03-24T18:20:48
105,60,20,7200,1.1199999,2020-03-25T14:50:49
106,60,20,7200,1.1199999,2020-03-26T02:50:58
107,50,40,3600,2.1,2020-03-26T13:50:36
108,60,20,7200,1.1199999,2020-03-26T16:10:58
109,50,60,3600,3.2666664,2020-03-27T18:40:48
110,40,60,10800,2.6133332,2020-03-28T10:30:42
111,40,60,10800,2.6133332,2020-03-31T23:20:51
112,50,60,3600,3.0916665,2020-04-01T15:50:24
113,50,40,3600,1.9249998,2020-04-01T18:30:14
114,50,40,3600,1.9249998,2020-04-02T18:30:49
115,50,40,3600,1.9249998,2020-04-02T22:30:41
116,40,60,10800,2.4733334,2020-04-03T17:10:24
117,50,60,3600,3.0916665,2020-04-03T21:20:58
118,60,20,7200,0.9099999,2020-04-04T14:00:42
119,60,20,7200,0.9099999,2020-04-04T21:50:44
120,40,60,10800,2.4733334,2020-04-05T15:40:31
121,50,60,3600,3.0916665,2020-04-05T20:10:56
122,40,60,10800,2.4733334,2020-04-06T11:50:03
123,50,60,3600,3.0916665,2020-04-07T01:10:28
124,50,60,3600,3.0916665,2020-04-07T14:20:29
125,60,20,7200,0.9099999,2020-04-07T19:10:02
