,Consumption,Temp,FlowTime,Power_Consumption,TimeStamp
0,50,40,3600,2.0416665,2020-01-01T07:20:09
1,50,40,3600,2.0416665,2020-01-01T10:10:43
2,40,60,10800,2.5666666,2020-01-01T13:10:09
3,40,60,10800,2.5666666,2020-01-01T17:30:31
4,40,60,10800,2.5666666,2020-01-01T21:00:32
5,50,40,3600,2.0416665,2020-01-04T17:30:41
6,50,60,3600,3.208333,2020-01-05T18:50:46
7,40,60,10800,2.5666666,2020-01-06T18:50:04
8,60,20,7200,1.05,2020-01-09T02:40:52
9,40,60,10800,2.5666666,2020-01-09T09:00:55
10,50,40,3600,2.0416665,2020-01-09T21:40:13
11,50,60,3600,3.208333,2020-01-10T20:20:42
12,60,20,7200,1.05,2020-01-11T19:20:47
13,50,40,3600,2.0416665,2020-01-12T19:40:19
14,50,40,3600,2.0416665,2020-01-13T23:20:54
15,40,60,10800,2.5666666,2020-01-14T01:50:32
16,60,20,7200,1.05,2020-01-14T08:00:54
17,50,40,3600,2.0416665,2020-01-16T06:10:09
18,40,60,10800,2.5666666,2020-01-16T20:50:29
19,60,20,7200,1.05,2020-01-17T12:40:46
20,40,60,10800,2.5666666,2020-01-17T19:20:36
21,50,40,3600,2.0416665,2020-01-18T02:40:45
22,50,40,3600,2.0416665,2020-01-18T14:00:45
23,50,60,3600,3.208333,2020-01-18T19:30:50
24,60,20,7200,1.05,2020-01-18T23:00:09
25,40,60,10800,2.5666666,2020-01-19T06:00:45
26,50,40,3600,2.0416665,2020-01-19T13:50:57
27,40,60,10800,2.5666666,2020-01-21T14:10:54
28,40,60,10800,2.5666666,2020-01-22T10:10:42
29,40,60,10800,2.5666666,2020-01-22T22:40:51
30,60,20,7200,1.05,2020-01-23T20:00:29
31,60,20,7200,1.05,2020-01-24T17:30:43
32,60,20,7200,1.05,2020-01-25T17:00:27
33,50,40,3600,2.0416665,2020-01-25T19:30:32
34,60,20,7200,1.05,2020-01-25T23:10:34
35,40,60,10800,2.5666666,2020-01-26T16:10:12
36,50,60,3600,3.208333,2020-01-27T08:00:56
37,50,60,3600,3.208333,2020-01-27T17:50:44
38,60,20,7200,1.05,2020-01-28T19:00:24
39,60,20,7200,1.05,2020-01-29T19:20:02
40,50,60,3600,3.208333,2020-01-29T21:30:06
41,40,60,10800,2.5666666,2020-01-30T15:00:59
42,40,60,10800,2.5666666,2020-01-31T14:50:52
43,60,20,7200,1.1199999,2020-02-01T10:30:57
44,40,60,10800,2.6133332,2020-02-01T21:20:11
45,50,60,3600,3.2666664,2020-02-02T15:10:18
46,40,60,10800,2.6133332,2020-02-02T18:40:35
47,50,40,3600,2.1,2020-02-02T23:10:18
48,40,60,10800,2.6133332,2020-02-03T19:50:01
49,50,60,3600,3.2666664,2020-02-04T17:50:54
50,60,20,7200,1.1199999,2020-02-05T13:40:34
51,40,60,10800,2.6133332,2020-02-05T18:40:41
52,60,20,7200,1.1199999,2020-02-08T08:20:38
53,50,60,3600,3.2666664,2020-02-08T13:00:05
54,50,60,3600,3.2666664,2020-02-09T10:20:18
55,50,60,3600,3.2666664,2020-02-09T14:50:19
56,50,60,3600,3.2666664,2020-02-11T23:20:49
57,40,60,10800,2.6133332,2020-02-12T01:50:47
58,40,60,10800,2.6133332,2020-02-13T13:20:45
59,40,60,10800,2.6133332,2020-02-13T20:40:29
60,50,40,3600,2.1,2020-02-15T17:20:39
61,40,60,10800,2.6133332,2020-02-15T21:50:59
62,50,40,3600,2.1,2020-02-16T09:00:58
63,40,60,10800,2.6133332,2020-02-16T17:30:08
64,60,20,7200,1.1199999,2020-02-17T08:00:05
65,60,20,7200,1.1199999,2020-02-17T10:10:13
66,40,60,10800,2.6133332,2020-02-17T14:10:02
67,50,60,3600,3.2666664,2020-02-18T16:50:19
68,50,60,3600,3.2666664,2020-02-19T21:30:46
69,40,60,10800,2.6133332,2020-02-20T06:10:22
70,40,60,10800,2.6133332,2020-02-20T14:20:05
71,60,20,7200,1.1199999,2020-02-20T18:20:10
72,50,40,3600,2.1,2020-02-21T14:10:26
73,50,40,3600,2.1,2020-02-21T20:20:56
74,60,20,7200,1.1199999,2020-02-22T16:10:09
75,50,60,3600,3.2666664,2020-02-22T19:20:09
76,50,40,3600,2.1,2020-02-22T21:20:53
77,50,40,3600,2.1,2020-02-25T20:00:07
78,50,60,3600,3.2666664,2020-02-28T10:50:53
79,60,20,7200,1.1199999,2020-02-28T20:00:13
80,50,60,3600,3.2666664,2020-02-29T10:20:58
81,40,60,10800,2.6133332,2020-02-29T21:40:00
82,40,60,10800,2.6133332,2020-03-01T20:42:02
83,40,60,10800,2.6133332,2020-03-02T04:22:46
84,50,40,3600,2.1,2020-03-02T12:12:51
85,50,60,3600,3.2666664,2020-03-03T10:52:35
86,50,60,3600,3.2666664,2020-03-04T01:42:38
87,60,20,7200,1.1199999,2020-03-04T21:42:10
88,40,60,10800,2.6133332,2020-03-05T12:32:12
89,50,60,3600,3.2666664,2020-03-06T09:32:18
90,50,40,3600,2.1,2020-03-07T15:32:07
91,40,60,10800,2.6133332,2020-03-07T18:32:09
92,60,20,7200,1.1199999,2020-03-09T07:42:54
93,50,60,3600,3.2666664,2020-03-09T15:02:28
94,50,40,3600,2.1,2020-03-09T16:42:10
95,50,40,3600,2.1,2020-03-09T18:52:51
96,40,60,10800,2.6133332,2020-03-10T02:42:21
97,50,40,3600,2.1,2020-03-10T23:42:33
98,50,40,3600,2.1,2020-03-12T10:02:43
99,60,20,7200,1.1199999,2020-03-12T18:12:50
100,50,40,3600,2.1,2020-03-12T22:32:57
101,50,60,3600,3.2666664,2020-03-14T17:02:08
102,40,60,10800,2.6133332,2020-03-15T15:42:21
103,40,60,10800,2.6133332,2020-03-16T09:12:28
104,50,60,3600,3.2666664,2020-03-17T19:12:05
105,60,20,7200,1.1199999,2020-03-17T22:12:42
106,60,20,7200,1.1199999,2020-03-18T19:22:53
107,50,60,3600,3.2666664,2020-03-19T15:42:38
108,40,60,10800,2.6133332,2020-03-20T09:22:57
109,50,40,3600,2.1,2020-03-20T16:02:40
110,60,20,7200,1.1199999,2020-03-21T06:22:13
111,50,40,3600,2.1,2020-03-21T10:12:39
112,60,20,7200,1.1199999,2020-03-21T16:52:11
113,50,40,3600,2.1,2020-03-23T14:32:13
114,50,60,3600,3.2666664,2020-03-23T19:12:14
115,60,20,7200,1.1199999,2020-03-24T07:52:14
116,60,20,7200,1.1199999,2020-03-24T16:12:59
117,50,40,3600,2.1,2020-03-26T06:12:36
118,50,60,3600,3.2666664,2020-03-26T07:22:46
119,50,60,3600,3.2666664,2020-03-26T20:42:41
120,50,60,3600,3.2666664,2020-03-27T14:22:37
121,60,20,7200,1.1199999,2020-03-28T07:32:48
122,50,60,3600,3.2666664,2020-03-29T09:12:27
123,50,40,3600,2.1,2020-03-29T15:42:09
124,40,60,10800,2.6133332,2020-03-29T18:22:15
125,40,60,10800,2.6133332,2020-03-30T07:02:38
126,50,60,3600,3.2666664,2020-03-30T13:52:23
127,50,40,3600,2.1,2020-03-30T21:52:33
128,50,40,3600,2.1,2020-03-31T14:32:59
129,60,20,7200,0.9099999,2020-04-01T10:32:22
