,Consumption,Temp,FlowTime,Power_Consumption,TimeStamp
0,50,40,3600,2.0416665,2020-01-01T15:40:56
1,40,60,10800,2.5666666,2020-01-02T10:20:31
2,50,60,3600,3.208333,2020-01-02T15:30:43
3,40,60,10800,2.5666666,2020-01-03T10:50:21
4,50,40,3600,2.0416665,2020-01-03T15:30:17
5,40,60,10800,2.5666666,2020-01-03T19:00:11
6,50,60,3600,3.208333,2020-01-04T05:50:48
7,60,20,7200,1.05,2020-01-04T19:00:34
8,50,60,3600,3.208333,2020-01-05T18:40:36
9,50,40,3600,2.0416665,2020-01-05T21:00:01
10,50,60,3600,3.208333,2020-01-06T01:20:29
11,50,40,3600,2.0416665,2020-01-06T06:30:07
12,60,20,7200,1.05,2020-01-06T12:10:21
13,40,60,10800,2.5666666,2020-01-06T19:10:22
14,50,40,3600,2.0416665,2020-01-07T13:40:30
15,50,60,3600,3.208333,2020-01-07T15:00:05
16,40,60,10800,2.5666666,2020-01-07T20:10:21
17,40,60,10800,2.5666666,2020-01-08T16:40:10
18,60,20,7200,1.05,2020-01-08T20:30:26
19,50,40,3600,2.0416665,2020-01-11T09:30:16
20,40,60,10800,2.5666666,2020-01-12T10:50:47
21,60,20,7200,1.05,2020-01-12T14:40:14
22,50,60,3600,3.208333,2020-01-12T18:50:31
23,40,60,10800,2.5666666,2020-01-13T01:40:54
24,60,20,7200,1.05,2020-01-13T06:40:48
25,50,60,3600,3.208333,2020-01-13T16:40:32
26,50,40,3600,2.0416665,2020-01-14T12:00:35
27,50,40,3600,2.0416665,2020-01-14T18:10:41
28,40,60,10800,2.5666666,2020-01-15T07:10:50
29,40,60,10800,2.5666666,2020-01-15T11:00:52
30,50,60,3600,3.208333,2020-01-15T20:10:45
31,50,40,3600,2.0416665,2020-01-16T11:20:43
32,40,60,10800,2.5666666,2020-01-16T22:40:31
33,50,60,3600,3.208333,2020-01-17T23:20:19
34,50,40,3600,2.0416665,2020-01-18T08:00:33
35,50,60,3600,3.208333,2020-01-18T12:00:41
36,60,20,7200,1.05,2020-01-18T17:20:41
37,50,40,3600,2.0416665,2020-01-18T22:10:50
38,60,20,7200,1.05,2020-01-19T06:10:46
39,60,20,7200,1.05,2020-01-19T17:50:27
40,40,60,10800,2.5666666,2020-01-19T20:50:52
41,50,40,3600,2.0416665,2020-01-21T16:10:44
42,50,40,3600,2.0416665,2020-01-21T18:10:48
43,50,60,3600,3.208333,2020-01-21T21:50:28
44,50,40,3600,2.0416665,2020-01-22T18:20:02
45,50,40,3600,2.0416665,2020-01-23T20:10:06
46,50,40,3600,2.0416665,2020-01-24T09:30:04
47,50,40,3600,2.0416665,2020-01-24T17:40:17
48,50,40,3600,2.0416665,2020-01-24T21:00:07
49,50,40,3600,2.0416665,2020-01-25T11:00:31
50,50,40,3600,2.0416665,2020-01-25T14:00:55
51,50,60,3600,3.208333,2020-01-26T14:00:39
52,40,60,10800,2.5666666,2020-01-26T16:30:55
53,40,60,10800,2.5666666,2020-01-29T06:10:50
54,50,60,3600,3.208333,2020-01-29T20:20:50
55,40,60,10800,2.5666666,2020-01-30T11:20:43
56,50,60,3600,3.208333,2020-01-30T16:50:57
57,50,40,3600,2.0416665,2020-01-31T17:50:13
58,40,60,10800,2.5666666,2020-01-31T21:50:29
59,50,60,3600,3.2666664,2020-02-02T14:40:46
60,50,60,3600,3.2666664,2020-02-02T18:40:23
61,60,20,7200,1.1199999,2020-02-02T20:50:51
62,50,60,3600,3.2666664,2020-02-03T07:50:28
63,50,40,3600,2.1,2020-02-03T15:10:21
64,50,40,3600,2.1,2020-02-03T19:30:27
65,50,40,3600,2.1,2020-02-04T00:50:31
66,40,60,10800,2.6133332,2020-02-04T07:40:47
67,40,60,10800,2.6133332,2020-02-04T14:10:37
68,40,60,10800,2.6133332,2020-02-04T18:20:39
69,40,60,10800,2.6133332,2020-02-05T17:50:25
70,50,60,3600,3.2666664,2020-02-05T21:50:08
71,40,60,10800,2.6133332,2020-02-06T05:10:08
72,60,20,7200,1.1199999,2020-02-06T17:50:37
73,60,20,7200,1.1199999,2020-02-06T20:40:33
74,50,60,3600,3.2666664,2020-02-07T06:40:57
75,50,40,3600,2.1,2020-02-07T20:00:52
76,40,60,10800,2.6133332,2020-02-08T20:20:04
77,50,60,3600,3.2666664,2020-02-09T04:10:55
78,40,60,10800,2.6133332,2020-02-09T14:30:44
79,50,40,3600,2.1,2020-02-10T21:00:02
80,40,60,10800,2.6133332,2020-02-11T15:20:28
81,40,60,10800,2.6133332,2020-02-12T16:30:40
82,50,40,3600,2.1,2020-02-12T22:10:24
83,60,20,7200,1.1199999,2020-02-13T06:10:42
84,50,60,3600,3.2666664,2020-02-13T14:00:59
85,40,60,10800,2.6133332,2020-02-13T17:50:19
86,40,60,10800,2.6133332,2020-02-14T18:10:25
87,50,60,3600,3.2666664,2020-02-14T22:20:30
88,50,60,3600,3.2666664,2020-02-16T07:10:07
89,60,20,7200,1.1199999,2020-02-16T21:50:36
90,40,60,10800,2.6133332,2020-02-17T08:20:31
91,50,60,3600,3.2666664,2020-02-17T14:00:47
92,50,60,3600,3.2666664,2020-02-17T18:40:00
93,50,60,3600,3.2666664,2020-02-18T12:20:44
94,50,60,3600,3.2666664,2020-02-18T14:30:25
95,40,60,10800,2.6133332,2020-02-18T19:00:15
96,50,60,3600,3.2666664,2020-02-18T22:40:58
97,40,60,10800,2.6133332,2020-02-19T17:40:19
98,50,40,3600,2.1,2020-02-19T20:50:09
99,60,20,7200,1.1199999,2020-02-20T01:10:56
100,50,40,3600,2.1,2020-02-20T17:40:24
101,40,60,10800,2.6133332,2020-02-20T18:50:04
102,50,60,3600,3.2666664,2020-02-21T18:10:18
103,50,40,3600,2.1,2020-02-22T08:10:17
104,40,60,10800,2.6133332,2020-02-22T13:30:18
105,50,60,3600,3.2666664,2020-02-23T07:30:55
106,40,60,10800,2.6133332,2020-02-23T18:40:35
107,50,40,3600,2.1,2020-02-24T08:50:02
108,50,40,3600,2.1,2020-02-24T13:20:20
109,50,60,3600,3.2666664,2020-02-24T15:50:13
110,40,60,10800,2.6133332,2020-02-25T14:20:54
111,40,60,10800,2.6133332,2020-02-25T18:40:38
112,50,60,3600,3.2666664,2020-02-26T13:10:49
113,50,60,3600,3.2666664,2020-02-26T14:20:13
114,50,60,3600,3.2666664,2020-02-26T18:00:36
115,50,40,3600,2.1,2020-02-26T20:50:18
116,50,40,3600,2.1,2020-02-29T14:00:52
117,60,20,7200,1.1199999,2020-02-29T20:40:14
118,50,40,3600,2.1,2020-03-01T11:20:21
119,60,20,7200,1.1199999,2020-03-02T21:20:55
120,50,40,3600,2.1,2020-03-03T07:30:03
121,50,40,3600,2.1,2020-03-03T10:20:23
122,50,40,3600,2.1,2020-03-03T23:30:56
123,50,60,3600,3.2666664,2020-03-04T07:00:49
124,50,40,3600,2.1,2020-03-05T18:00:19
125,50,60,3600,3.2666664,2020-03-05T20:00:00
126,50,60,3600,3.2666664,2020-03-06T10:10:57
127,50,60,3600,3.2666664,2020-03-07T12:00:05
128,50,40,3600,2.1,2020-03-07T17:20:24
129,60,20,7200,1.1199999,2020-03-09T00:50:15
130,50,60,3600,3.2666664,2020-03-09T18:40:28
131,50,40,3600,2.1,2020-03-09T20:10:34
132,50,40,3600,2.1,2020-03-10T08:20:46
133,60,20,7200,1.1199999,2020-03-10T12:40:04
134,60,20,7200,1.1199999,2020-03-10T19:20:12
135,40,60,10800,2.6133332,2020-03-10T22:20:51
136,60,20,7200,1.1199999,2020-03-11T20:40:33
137,40,60,10800,2.6133332,2020-03-12T17:20:52
